,document,subject,relation,object
182,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",Ye Brahmanas,all go,you witness
183,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",Ye Brahmanas,go,with you witness
184,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",Ye Brahmanas,go,you to witness
185,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",Ye Brahmanas,all go,with you witness
186,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",we,all go,you witness
187,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",we,go,you witness
188,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",we,go,with you to witness
189,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",we,go,you to witness
190,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",we,all go,with you to witness
191,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",we,all go,you to witness
192,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",maiden,has,Swayamvara
193,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",Ye Brahmanas,go,you witness
194,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",Ye Brahmanas,all go,you to witness
195,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",Ye Brahmanas,go,with you to witness
196,"""On hearing these words of the Brahmanas, Yudhishthira replied, 'Ye
Brahmanas, we will all go with you to witness that maiden's
Swayamvara--that excellent jubilee.'""",Ye Brahmanas,all go,with you to witness
197,"And on their way those heroes beheld the
illustrious Dwaipayana--that Muni of pure soul, and perfectly sinless.",heroes,beheld on,their way
198,"And on their way those heroes beheld the
illustrious Dwaipayana--that Muni of pure soul, and perfectly sinless.",heroes,beheld,Dwaipayana
199,"And on their way those heroes beheld the
illustrious Dwaipayana--that Muni of pure soul, and perfectly sinless.",heroes,beheld,illustrious Dwaipayana
200,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",their conversation,was,after commanded by him
201,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",their conversation,was,after over commanded by him
202,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",they,proceeded,over commanded by him
203,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",they,proceeded to,Drupada 's abode
204,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",Rishi,saluted by,him
205,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",their conversation,was over commanded by,him
206,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",Drupada,to,abode
207,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",their conversation,was commanded by,him
208,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",they,proceeded,after commanded by him
209,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",they,proceeded,after over commanded by him
210,"And duly saluting the Rishi and saluted by him, after their conversation
was over, commanded by him they proceeded to Drupada's abode.",they,proceeded,commanded by him
211,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",chariot fighters,proceeded by,stages staying for time within woods
212,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",mighty chariot fighters,proceeded by,slow stages staying
213,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",they,beheld along,their way
214,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",chariot fighters,proceeded by,slow stages staying for time within beautiful woods
215,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",chariot fighters,proceeded by,stages staying
216,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",mighty chariot fighters,proceeded by,stages staying for time
217,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",chariot fighters,proceeded by,stages staying for time within beautiful woods
218,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",chariot fighters,proceeded by,slow stages staying for time
219,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",mighty chariot fighters,proceeded by,fine lakes
220,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",mighty chariot fighters,proceeded by,stages staying for time within beautiful woods
221,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",mighty chariot fighters,proceeded by,lakes
222,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",chariot fighters,proceeded by,slow stages staying
223,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",chariot fighters,proceeded by,stages
224,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",mighty chariot fighters,proceeded by,slow stages staying for time within beautiful woods
225,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",mighty chariot fighters,proceeded by,stages staying
226,"And those
mighty chariot-fighters proceeded by slow stages staying for some time
within those beautiful woods and by fine lakes that they beheld along
their way.",mighty chariot fighters,proceeded by,slow stages staying for time
