,document,subject,relation,object
198,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry of form
199,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry of limbs delicate of slender waist
200,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry of limbs exceedingly delicate of slender waist
201,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",he,beheld,daughter of king surrounded
202,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry of limbs delicate of waist
203,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry
204,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,surrounded by,her hand maids
205,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry of limbs exceedingly delicate of waist
206,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",he,beheld,daughter surrounded
207,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",he,beheld,daughter of king of Vidarbha surrounded by her hand maids
208,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,blazing in,beauty
209,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry of limbs delicate
210,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",he,beheld,daughter of king surrounded by her hand maids
211,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry of form of limbs delicate of slender waist
212,"And
having arrived there, he beheld the daughter of the king of Vidarbha
surrounded by her hand-maids, blazing in beauty and excelling in symmetry
of form, of limbs exceedingly delicate, of slender waist and fair eyes.",daughter,excelling in,symmetry of limbs
213,And she seemed to rebuke the light of the moon by her own splendour.,she,rebuke,light
214,And she seemed to rebuke the light of the moon by her own splendour.,she,rebuke by,her splendour
215,And she seemed to rebuke the light of the moon by her own splendour.,she,seemed,rebuke
216,And she seemed to rebuke the light of the moon by her own splendour.,she,seemed,rebuke by her splendour
217,And she seemed to rebuke the light of the moon by her own splendour.,she,seemed,to rebuke by her splendour
218,And she seemed to rebuke the light of the moon by her own splendour.,she,rebuke light by,her splendour
219,And she seemed to rebuke the light of the moon by her own splendour.,she,seemed,rebuke by her own splendour
220,And she seemed to rebuke the light of the moon by her own splendour.,she,seemed,to rebuke
221,And she seemed to rebuke the light of the moon by her own splendour.,she,seemed,to rebuke by her own splendour
222,And she seemed to rebuke the light of the moon by her own splendour.,she,rebuke by,her own splendour
223,And she seemed to rebuke the light of the moon by her own splendour.,she,rebuke,light of moon
224,And she seemed to rebuke the light of the moon by her own splendour.,she,rebuke light by,her own splendour
225,"Nala's love increased, but
desirous of keeping his truth, he suppressed his passion.",he,suppressed,his passion
226,"Nala's love increased, but
desirous of keeping his truth, he suppressed his passion.",Nala,has,love
227,"And at the
sight of Naishadha, overpowered by his effulgence, those first of women
sprang up from their seats in amazement.",their seats,is in,amazement
228,"And at the
sight of Naishadha, overpowered by his effulgence, those first of women
sprang up from their seats in amazement.",first,sprang up from,their seats in amazement
229,"And at the
sight of Naishadha, overpowered by his effulgence, those first of women
sprang up from their seats in amazement.",first,sprang up from,their seats
230,"And filled with wonder (at his
sight), they praised Nala in gladness of heart.",they,praised,Nala
231,"And filled with wonder (at his
sight), they praised Nala in gladness of heart.",they,praised in,gladness of heart
232,"And filled with wonder (at his
sight), they praised Nala in gladness of heart.",they,praised Nala in,gladness
233,"And filled with wonder (at his
sight), they praised Nala in gladness of heart.",they,praised in,gladness
234,"And filled with wonder (at his
sight), they praised Nala in gladness of heart.",they,praised Nala in,gladness of heart
235,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,paid without,saying anything
236,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,paid homage without,saying anything
237,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,mentally paid,him
238,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,mentally paid,homage
239,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,mentally paid without,saying anything
240,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,paid homage without,anything
241,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,paid,homage
242,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,paid,him
243,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,paid without,anything
244,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,mentally paid homage without,anything
245,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,mentally paid homage without,saying anything
246,"And without saying
anything, they mentally paid him homage, 'Oh, what comeliness!",they,mentally paid without,anything
247,"Is he some god
or Yaksha or Gandharva?'",he,Is,god
248,"And those foremost of women, confounded by
Nala's splendour and bashfulness would not accost him at all in speech.",Nala,by,splendour
249,"O
sinless one, O hero of celestial form, I am anxious to know who thou art
that hast come hither.",thou,art,hast come hither
250,"O
sinless one, O hero of celestial form, I am anxious to know who thou art
that hast come hither.",I,am,anxious
251,"O
sinless one, O hero of celestial form, I am anxious to know who thou art
that hast come hither.",thou,art,hast come
252,"And how is it that
thou hast not been discovered by any one, considering that my apartments
are well-guarded and the king's mandates are stern.'",my apartments,are,well guarded
253,"And how is it that
thou hast not been discovered by any one, considering that my apartments
are well-guarded and the king's mandates are stern.'",king 's mandates,are,stern
